CustomerChannelID,CustomerID,ChannelTypeID,ChannelValue,InsertDate
433,96,3,emfdgosgjlowxmjdwspmfjdtxwpdtkykowsueohjaafohsdziemcaxgp,2023-06-25 07:11:57
434,10,3,qeorzyorluqjlhrylwngrdnpgwkopxvajgdkgqxkooybkoelijjoradj,2022-08-16 19:30:28
435,4,4,olcqqhdvevgvjhklrzeptkxgehhasalcecmcfjysowyoztsecrlbkarz,2022-11-12 10:20:03
436,35,2,vptpduzltqjlkmbtntazaoeflcwbkuwokoiioohcbqatpyfqdazpswbj,2022-04-22 14:29:37
437,12,2,fnujlqhxpoxnygkbensgrnsflggwvkuplkawtfmzracmjucfqvlylbch,2023-02-16 21:12:40
438,91,1,ggnohhotnrvwzakzkdqedognwymhomeuiauywxpiytyidlcaypvdchiu,2022-12-14 10:16:49
439,15,5,nvumfppqwbagofuztrklkqmoeijxtcudlyjiginxihkrohagrgqxdove,2022-12-31 01:19:54
440,69,1,gglqjcgyazptnbzmlmwronsqmfgbkrpyglsygsdjpathzupkxbtpnibz,2022-09-24 13:18:00
441,38,5,ytyuowgmtidvyiwqqyuavkqamwhisbroxvzacprongbvtrezvmlsrfyk,2022-03-21 12:00:23
442,16,3,zgrkujazeacjoaiuxebtrqmrtiwczjzdtqviccydrezbmdplxzievgdv,2022-04-17 08:49:56
443,51,2,legabnfetqssxhlwkfgwhacnnbsqtzdhfmxdbqtbxkagdfwzdaaqolfi,2022-02-12 08:08:10
444,88,1,mdqnwooognyjchnnxnyfmzcjgcfcsvpwlkkttopenktbohdqhvvlergf,2022-01-25 10:40:50
445,7,2,iujufqvwdukfhvwbddxeduughbbdqgvlzqcfwyadtiwaxrxzruhhqdqm,2022-04-21 20:52:33
446,2,2,eobealectfxpiyhmqbppyjipdyvikxilgedtuyzhnxncckjxntcmufko,2022-05-25 00:46:39
447,86,5,wgtpayhuxokfiewmlnlfbkxienmwfslfxxwxcwdonbyotvgithhmqdsw,2022-06-25 14:15:12
448,99,5,ygyrgovrijpleeuqufaxvjqrtqbujkjmryaaveiduxaooyfhgyntpiqh,2022-02-20 20:12:13
449,31,2,ohmusrjmjxsabcyscnfflxmqtrfldczkjcurvpaxfvzwfodattsyhrow,2023-08-10 16:26:52
450,81,1,ygzszsszrfdehxdglaaycjkflzoroyxqtiucbserlwdhigwffjbokkwk,2022-09-22 20:23:52
451,47,5,knqakdsduwrputrpsctftzctvdwpflxzcjaowqgiibkngjoftratgpbr,2023-05-13 08:25:50
452,50,4,kiarbszpkfbxlgpmyyeqfsgdcheindpjfiqycjougryecknudfnwmgzu,2023-03-04 16:10:12
453,43,1,nemskvtgunhyeesflowrysxvhwxslgbctaxguvgclorwcnllvuatpopc,2022-12-04 17:08:32
454,36,2,xiagrujxnkkgwubymhsfjvenmjgyhqaxcrvdqtegegaytawqiyijiylp,2022-10-21 07:26:32
455,59,2,zdfphjbedyjzsrnswdgvhwolzpxbjkactzdidcpobmyeamtiwpscunkw,2023-01-30 18:37:53
456,37,1,sbrjtzpgkmxxvwscgrdpxhxwokvceuccvnprqcttfrceoztrszvdohnv,2022-05-09 10:42:27
457,14,2,bhvbpcmxmlifyrylcksyttkcictfeczxqrsjxjahydhhafzdiiniofxm,2022-11-11 14:56:50
458,63,2,grqbjisxlozluhchbiafjulhpahmernzbheiznrnmrqvfvpkewdyktfq,2022-02-16 22:24:08
459,41,1,nubjugeewicydjtcmjvmchnmabjffcpcnvxebccxrfrgphmavaglxfbt,2023-06-26 03:52:44
460,49,3,wvxawfcvwdgbamxeaybwmkbmainvmcgjimjslmwamytajeguqfcfwhaf,2022-07-15 12:01:52
461,84,1,jdxyxzzubxpqzuoafirzfjzekyzcrsxjqoxeidnnkomerzlwbiafiyhl,2022-11-16 04:40:35
462,3,3,ksizzgykrulustyswifdkcfvxvgzpfbfcwfavibtbsdpeeawskxwwpyk,2023-07-08 23:00:09
463,6,3,sdcojdqfoptkdntylkjznbdmcyozrcdjaryapvzhjbgidxfuziqcauia,2023-02-20 10:14:28
464,70,1,djwoeykkbtgbxojyshdwvkzjnjgmhrljuaqyyhzfdlxclhagzppgtucd,2023-07-14 11:30:10
465,22,4,cuwkqnneerxbxnnfnaqakqmayopenmhwantqycpgdzggjvnpahldnmbz,2023-08-15 12:14:27
466,48,4,chsesqobqpchuqrexcupkjkjmkntgbyasbciapuwsvnvuihunvfdkzfg,2023-08-17 14:19:37
467,64,3,rvlijqvtdlxcwvcbvaoofiuwficihuvebtntltjhpzpjioqsmlpjgbfr,2023-01-15 12:22:48
468,83,5,bshpozkjxkvcezfrmfibbwuaxawioyvqkyccaqsnnuzhjnrnfilaxhfm,2022-05-25 23:55:44
469,87,1,jhrtqwlveskoqrehnwcqpbgistkmrpsyilmiplsufvoaljrjpsqxjmhs,2022-07-11 19:53:21
470,17,2,oovqweuhmoqxjsgbgyicpzwutbfvdwmobjnizebnxqprsenhnqctxwsq,2022-08-01 14:13:13
471,45,5,lnzkjbtagpagxjtpgqngjrrssekewqieiqesewihwwpdqcjceeolpndo,2023-03-16 07:02:08
472,44,4,qcijcxojksfpccpdqodjpvdiwznrlkdktcyvgectutwbgfseokzxzltc,2022-09-21 00:13:52
473,95,2,qzythmzmagxaqqnywfndbmnmoyvyvbezwbwgywnsfkfiqzoyictkvoqm,2023-06-13 05:56:42
474,20,1,ucxhtwnowrvmdebqgwhzvppnbkssftoargaxiqsogzrfntfwrsksehrl,2022-12-31 06:15:44
475,67,1,ucjxvghotxpjzzblvcencckaqsskhzvthyteubahuanawtqzfaephfvw,2023-03-05 01:09:00
476,68,2,kdohwxejtsfklcoweoydwbpvicfhdjggywatbfaxudazoqnerwilstku,2022-12-03 04:02:02
477,73,4,xdqnrpekdtshtxdparokbsneywggmjjvllkeqtsjaygmburjvtlzfhrz,2023-02-08 07:52:21
478,19,2,vjxwblqsjvnkebcnxcyjwoodrmuhkolgijmskylvcobkoodmcbyrpzgs,2022-02-24 14:48:17
479,11,4,iwwycqlkjkrxodychcetfsqiulvqcggitqqwqkvnuydnxzwbdwesbcdh,2023-08-12 15:40:17
480,92,4,tazsyhfugadjpkzsvromrdkcpuyqgwxriovfvcovumfslokdfxtlypuw,2023-06-22 05:54:37
481,9,1,auwclpstwpbmhwhccqxnjkzvrpewivkvvojdsqbbqblzimieinulbjws,2022-04-28 14:27:31
482,1,1,kkwlvgjmlgrxtcorkaenlkbtewhnanepxfnvcayicajffawyawmldjsm,2022-08-08 09:18:45
483,72,3,iaemediuamqafulakspdnqbuthogegohcuqezxtpjheouwftniwyfrxb,2023-02-11 12:47:28
484,78,3,yfgfopheoooccihxsvjnewbxigpfyqjigmkasriakgjcjjtflucbgjbc,2023-08-29 23:32:18
485,13,1,nsdfyxwjoczlrbqdmyifngjyxehtvammfavhptlefjaimemncpoervdq,2022-03-10 15:44:51
486,28,3,nuvxrbqazyhxhzdhdibupdyeseepfszkmmisoqvsevqlcgloqonzngcf,2023-09-09 11:42:01
487,30,1,whtdmvsqdkoqmaumnbdumaryczewyyrrumpttiiylgcmqgtxhkqgjpxt,2022-04-26 03:17:55
488,29,4,swvpevfozwxnbnyelpgfsjwgzicaprpyeknsrfhwbcutoyfxrbrpueeo,2023-01-19 01:48:53
489,75,5,gcsferpzwlrpmbqvulahlxuvtbmkmfoyyaraialcdxiyicstsddvnsug,2023-07-08 12:34:29
490,71,3,jkeblwdwxetkvikhaaymomgcifkhfdeplhgcjvwiadoptbpfyswokkbk,2023-05-20 23:33:36
491,77,5,mnsfacnhndfbcdczgiybrppjsihsgqqwlzmemmmypjmyhkmpctlropcy,2022-12-20 04:50:04
492,76,4,qaddhauaeppezqaqzpnakmmuhougvwofmddyppgnywhqolknpjfidopl,2022-06-22 01:24:18
493,74,4,ocsloddpsxbjeoluhzvlrxbhueccpmpoibhtslibsolpubsrnorpinry,2023-01-22 10:23:54
494,61,5,glcommfkymcvfkqyltupbvuhwlrwmblrwnqfljkmolpxqsmitivqkqin,2023-01-18 17:17:58
495,94,3,vzdfxbzrshkrjwhcntsrkaiygidpjfknvzkylnwsaeotyptqniisltgw,2023-07-05 00:09:25
496,8,4,gwvbixjssvykjrgfwzqqunvaodnymmwwruateihpslqvvkzupxdnqtkk,2022-08-03 02:09:56
497,93,4,ljaoenbsrtrwbopwcanvrucqeuxtrvulihwxtuqjcxzlvxxyxixsiwfz,2022-04-27 07:08:12
498,79,1,mbtvuuvbnuejcfekyovaepvgacvehxosimvnsbwlkjkhcuabmfhholyx,2023-07-23 11:51:46
499,24,1,vswaocadbrcbslmapxziuashlmorqxctlglhcfkcrmurxzegblpjrxis,2022-03-31 04:19:51
500,89,4,kxjhwtjawrwtuxensbfrcdcyxlzwifpqrmrpyzvxqzprvqqqsfnraiuu,2022-11-20 02:21:52
501,62,1,uhxlxoqetzdydobiluukbtsqdfcggdqgyctlkwthgcawuydxgyznkiqb,2023-01-14 01:26:51
502,82,4,dhrswieuzlwglsynrpqyuuegquvaaqeozfqojrhgtienyaeiumdcesoi,2023-07-16 18:13:47
503,81,4,nmdlelqguvrdobxneuzvnqwdjakskbeksrbunafqjanhaioppfmutnfa,2023-01-22 13:32:59
504,43,2,mbsyvbtrkihxrzbitiydhkarrupthtiqidfvzfltpsxuxlufnqtzccyb,2023-06-19 08:02:37
505,94,2,vhallykroqarzggcrumxmfeqqtxhvgtfvnnohvqhgjhokpbkthzsctxp,2023-03-03 16:35:10
506,90,4,jxmvhaeocqvnzgelqeoogaxwxxoyohuwjaxjqbllawqxwqdmvdxhhjwm,2022-10-21 10:48:46
507,4,1,bmebwtlxkckkzekodvumreeekfhcmdqvjioqiannhhhhhpoqbkmpeqks,2023-02-15 14:34:55
508,15,4,hdkdfgglxsprmbvpebrodgxbjjboocsngidovejmjsqgkljfrdlzfara,2023-03-15 10:47:43
509,36,2,odtnkdavxsdsgqtpcljhmdphangulhgkrelhojadiqzooxjhezohdscw,2023-05-27 00:52:36
510,51,5,chuifgzwpxceizzoxrvzayciypfgeqibciybhcmdniadwazokjvrvdxz,2023-06-01 05:22:01
511,12,3,kjolzedveaqbwjfcfibfaxhbmcfkkvwfejutlzkgyyhnuupbjvoyiylc,2022-04-12 11:14:09
512,3,3,kmjrkcddqabxrzaelfendrfmjfszusgjwngajlyffsucgnsonluaehqi,2022-03-08 07:26:29
513,30,4,dlbpykqdsukrqpdmldirlbzohjrrxitcjlpazsvayxbskvuojkpbgbvm,2023-01-05 08:15:01
514,73,1,edebamguhvhojsnjdxrfhytjkfsvjxzkvjkefdotofsazcerenxdfnjw,2022-11-04 20:16:11
515,85,2,cticwdkogbcbqjqrzbbrxojxvagdebckiuvqfbgofehkfjucwxjbhrfd,2023-05-16 17:52:38
516,96,4,roughaohfoanubqxxurlsjfyanuswavdfiztbtcgtljfselpgnsatkvp,2022-09-15 07:49:21
517,28,5,oityrhuvfogtllakejgsqzwucawmryofbvxztgdszdwdirfhwgapvfsk,2023-03-15 13:56:06
518,71,1,qquummekqsunrapowkyflhdlgsnhazighveyqtqdvbiflcpqvjjgxzul,2022-04-17 16:31:38
519,42,3,xjtrduvcbgpejudghppaefwppzkoifbhmnhbcsalyxavcfdbpwlzkenv,2022-03-04 01:17:27
520,59,5,onbjvttmfqayzertkwwxrzjatdewthytwemtezysauxklyhqpebrrmjv,2023-07-14 22:16:23
521,65,4,djaeglaqadekmgamgkclzibevgyogefnqddkcgmivypjsnqslrmkxczh,2022-12-02 07:34:15
522,26,1,imcnekhbrcflorjqtkxkitophvzewlmbinhdtvixnnxfzksdqdpkpqvi,2022-02-12 07:34:24
523,95,2,aywccefsukthzarntsacqwgatldqzppoyhrgmjhqfdtfbhtwcjiqqsgk,2023-05-24 00:08:44
524,54,5,lrhjfkpqdeiitkybelylxljqefssidcbvcmaqefrhsmmxatkltbmwhjc,2022-09-04 00:14:08
525,5,4,nspucaxwbnbzvmfgsehhgofixgogjdllfenwktbkvamxehqlolacbybm,2022-05-12 16:14:08
526,9,5,xdpcfxmtonbzpkgvzcgnwpvihzugstzthgezvrvnrjzlramgfwqbknzw,2022-03-27 01:47:12
527,60,1,wtlunvqfvtclvrsrgbgbuaxprfgbgyncftvgqwiusaowfledvqisetle,2022-07-16 22:28:18
528,72,1,nfkzzngyatqlbokppwumnopfsaxjkqbzkuxsncxcpvzpzbaecdsqexig,2022-12-01 12:41:05
529,38,4,pebxhfqrnzhruajmnehnoswtzsluplvysutucgdjghxtnocgnwflxdse,2022-06-05 21:43:32
530,40,2,pszmticiqhyltdjqbofwxtzociizlkkpgzqpfafcunxixrdanjzdoijd,2023-06-02 14:06:10
531,14,4,oemffvvuxipazolzisoegwzgvthuwoxlqsukadosuucmzvqplhvuarqe,2022-04-02 23:14:24
532,31,4,dvvcxcdoctaizdlusbccfzalmtfscrhyicsgpxgddmhhwaexyjbwphwo,2023-07-27 17:44:26
533,1,3,ehyglkjpsxvkiusrkzozppbfvoekvptbasqeojersswrajjwbmlwzvra,2022-04-05 22:53:37
534,70,1,wswlxbquiknprxcdevxgofhijctwehqnxdnttkjeapwtackpqceopavb,2022-03-07 10:49:29
535,97,4,mrgefbmsyttjhdakkjnqvdcxsgrhucmfslcshrfhmjccsonqyjtxgjpa,2022-05-16 01:00:00
536,83,2,iegjhpnpqcwgswnkxpfvjopgwgfgdnullexthcgclxizmqofizsdkxmv,2022-02-21 12:53:27
537,49,3,mtynaislbvhvacgdvizsavzzvjcodyrjsmqvvsqulphchbjcnabxadfs,2022-04-29 01:38:25
538,50,3,zwrwodokjnsgpihgcxhlldptstoxesofsnqcoxchcyeghjzwvdmisulv,2023-07-20 19:30:51
539,18,1,zvqgdbzymluzifqxcwfdfmjpuefmxwunplkxmxzdsauymlnduvwswbvx,2022-04-23 17:54:26
540,32,2,lonzhskczjfggxjbjpvxodoxjoojzaxnuznmecjugsalpkjorwuupnow,2022-04-29 03:27:29
541,10,5,couwpomiluixdobzmobwtqlsfrgjggmlsqdyfzvkvgknwliscjaunxpz,2023-06-24 21:29:06
542,25,2,zcfhjnvomtsuvxmrdwdoslxssnehuiaesizfllocgimejsilwuxpuafm,2023-01-26 19:35:37
543,44,4,lqtzjdtkztmeoyrqlzwppudlnjznrrhevayfunvddsreekgoyyhttjkq,2023-04-13 21:20:09
544,67,3,qfoppvkbuvykvdsacijqwptvbdugauvqwdhbrcbpdasxebtzqcuyiuru,2022-07-03 08:02:23
545,53,3,xgjqzwiffojnofdccyqfpguftfizzuvfweamkhvfnqgeobngljlbiykk,2022-03-10 04:08:39
546,19,3,vdmzjtwubmuqaiajehlshgnwhpytqbyucbfjeejyplnckeywyhgtgzqd,2023-01-26 23:45:21
547,21,4,ukmcixqxnwwnctjklgejnxhaiqongoxjnlovfrsojgqwbmryyfxrumho,2023-06-22 03:38:54
548,23,4,wqbuohdgevyrpgvlppufckitrjpqxxkeulqqbhvbozznixysnmwnfggv,2022-12-23 21:01:44
549,52,1,oqpoyxfgljrqhfixkzsewjwvxqrgrfbxoinnrmgrpcgyxiwqopjrplnd,2022-03-27 12:36:43
550,100,3,yvqluzjjgkokxzkpxileymchoxydshdctaufrvtcszfccrxuwgjanhxj,2023-08-13 07:30:32
551,77,2,giyyfqbppwqrqxvjfdrhgsoxszgbmmhqjgiheuretqbqvkhzauwirmyl,2022-10-04 23:42:18
552,91,2,sfuagaghcfkryunbmczjmykznwddnazvklwnzwuypenbutgzphzvgljc,2023-03-16 08:38:21
553,17,4,xxbotyoudtysrwknxksuafermyrzjsfvcksqmnlmvqzqqhjphxsejgwv,2023-06-06 19:16:32
554,41,1,ovbrgmrjtrdimxiamrxuepezoqbcxetrgvqihhccoufvatduuxbtuvxx,2023-04-03 20:50:02
555,98,1,szrhczshowbmporqcvqmsbgqmxrhhqxcuuokiyfchrargzqiejtkhdne,2022-03-18 05:26:19
556,47,4,ggnqsnngakgqosbfjjevhqnhrgawyahmdovbdhdkmickoonbvqzochua,2023-06-04 09:50:29
557,13,5,qbwrmuvolxvlcxscoxkqhcxjmhjzbebbowbrnlajceiloxvwdtmderyg,2023-06-25 02:52:15
558,99,4,jcenxyeykqxwadktthwqrxaunjqucjlerhczcozyqkhbdqjfvzpgyywh,2023-04-04 07:00:02
559,8,4,fkunjpnztqqsrzcfjjvgifxnceleknmrsqgshwivfxcdpzcpibdhfnvd,2022-10-25 01:53:30
560,93,4,botmyndjapxyxawazbzxjzfsszkcxkwhqavxynoyqhttpdriborlrkki,2023-01-25 21:25:07
561,22,1,irrikfacsynhdtlnhmgfjvdhctmoiuzxqybsazwfsatsceawrksymjla,2022-07-27 23:17:37
562,20,1,awkzyzcjxhasmggkcjgupicnxqjagdxvnqcxxrlwfakhicmbifsvyoza,2023-08-01 01:23:36
563,88,4,xxchtrieqxhkvdqfwtyihdftstklkkdqzfsppxuvazdtvkwtzqneyqfs,2022-08-22 16:12:28
564,69,5,ybziylyhvulefdzbplqaujbppwjoxhobokwhhrbcyflauejldxlolnud,2022-06-26 11:37:24
565,84,5,yupkvzqxdgjqjfpexiivevucnxohfdtmxgeqdwosladuljvxbovldsyz,2022-01-24 21:28:05
566,87,5,hrotzaktobxmuntizwyqmbikhygyscppzkirodqpxixpifpgojjotpky,2023-06-16 15:00:21
567,46,1,rqnfxysepqmerrlhveejrnpwhiejinhkqilaisbbpxjwpupcotnmdlje,2022-08-19 17:25:59
568,61,1,yuqfcwobsvhmzgjbbfpccvxlnjszqymyqrhohraqdpkixjrbodwvtuqw,2023-07-14 05:34:16
569,55,4,mgjgesqponqcacyxuiuindjnilcktcjrusotvryszxigygncmzshjnsj,2022-07-21 23:10:50
570,76,4,gnlbqrrgbtedfdsdrpdksgxuzybrxxucpgwxjxyzuktvsdssutfjpplb,2023-02-26 22:52:55
571,37,2,pulnwvfcrnqgkvfoogzuoxorfyvqeyrqgibrdmsqrikngbcxeexnuxrb,2022-06-11 03:05:30
572,39,2,lwjmcvlvyltlqipaczdwonvlobrsyzmgptbtjmeiattiykkhqbjgwppj,2022-10-28 19:28:05
573,11,5,soekpyeygblmlxikgrguaxyfpkzazdkcvcvqnxgrtqiwqunrtialxntq,2023-03-25 12:04:27
574,45,5,ahqkvsrztkndxxbdoodgzkcbqaufrafzdisqnttyaglptfbjcptptsrn,2022-10-09 04:42:50
575,80,1,kvjnwdygsfqvqxhdnihbonisxklxzzlizzusbtnxdxaljopotqybbnxf,2022-10-24 12:16:29
576,58,1,yekbvyfpoicrfasuzfgjvahtfjkhgooxasbzhesligsrswoooykntmik,2023-07-27 03:38:54
577,63,3,yelqszxxkuneqiciovrdzlicsfjblywadvdxkkdhvpzsmqlweyxmusfe,2022-12-20 13:52:50
578,74,2,mcfnxgmbsbhhzdgerfzqdnjfmrhpitrsuitdmfbjcihzljvjklvaxvhv,2022-05-14 03:51:51
579,29,3,rquzhjqjtastejznsltxzmjnsqxpwolgbowddhvopvwbyaguliusxvkn,2023-09-06 05:22:53
580,66,4,wowdafwcfyfgnsvpssrecgduqdixtotwcpieovjxkajopuicgtsxjhcc,2022-06-04 09:45:03
581,86,1,qubdzefnojmhpmdlvunwwadeyhjkqjchfrzziqfoqaxudulcdrzjcrnv,2022-04-02 07:00:56
582,2,4,hzrifgzqpabicdelyjzfhgnjifuhvbglxaocmfzlzrktbrocsealqyun,2023-08-28 08:28:52
583,6,3,owsbsodhbeggcbunwvjrtkhextvjkwdxjfspbhooxjuoelnhrmyhtyct,2022-10-12 14:05:47
584,16,5,qhscljicpqcmmcmpalrvtmjosggzxdildniewwauxilyzxunpbbhstmk,2022-10-13 09:39:05
585,48,5,qgbbzzmszbgbqllgtuveegwrjhwmycwiaeliucwtrwczgpmguapfcjlw,2023-03-07 01:33:29
586,33,4,jilgwczcljqjbetjnhfwscvyktmzjcrtwintiblarmpvireelxvgntjc,2023-05-22 13:17:41
587,57,5,zctulvvaxqqquchesuabsnddbyytblytmpiabkvoqnelpupkwfgyirvj,2023-08-19 16:28:16
588,78,4,gdmqutkoouqjncdhypwwqiufzhzkhwkjxbceyvkolyvffswgrezfhrez,2023-02-09 12:30:42
589,7,1,dzjaqlvzxvoqibcsljchzjjvvsbosqseklsjekxdmljsctqbqroyeqwx,2023-08-22 12:49:51
590,68,3,sbpfjaxoyfnlywaslihabrprsrglicmxkarysfxwkimtjkfneecqkpha,2023-03-25 09:42:58
591,27,5,rziptyvzwogcedfoqxmsfgozbdesdgxqdtgewsrdlfdwsvqwjmlmkvlo,2023-01-29 05:01:22
592,79,1,ckmulzqcljzghbezfreherpqiusrnlvcegimaaukstvitmwwqtfvxdit,2022-04-24 11:41:21
593,35,2,jcmtqgffmokxhopxlqacluwzwagnvcgwkkjeqwhpzfanljskhvydtqis,2023-05-25 19:31:41
594,64,2,lkalunitysendlikgubzrkdwnirmcdwsnvgsuhzrurdlbgygohouvvjb,2022-10-16 07:53:54
595,92,4,rutalmifwvxheonmidfigroizrggwmcmhttbwtwcywkxxugjzvyrkkjd,2023-01-17 17:03:31
596,75,1,txbkajcuaqjgcvhobfsrmtwpgzjglrwaxgxfoxpxfoietgcuymieeocf,2022-03-06 13:03:01
597,56,1,gfedmdkzhzjhwbadhpypyxshngjnuutwsouiluaagcxrtplbbvsmgkku,2022-08-21 23:29:29
598,48,5,ukpkolcddgoelhnxbrwewdoqosvqdpzftcfzmwcdeoujgxelaujxgtio,2022-05-22 08:27:22
599,59,4,luaodhzekkjsfiogrxdjaqenhvirilmdroboobbothnarkfwsurxqydc,2022-08-05 17:10:49
600,17,3,jxbjkpnaypzcnhtuuprspwrejcannoywzgtjpansfboeqcbkhrgcklsd,2022-07-05 16:12:29
601,97,1,dobcpcbwlcmnevxcplhhzxbqeiqjwbmgdbjcqetpjpsurcgmbggumqce,2022-11-23 07:02:08
602,96,1,czuhqukcpaqmyewzixbcetudgxwhnernoodonpdapfsoucmngvjydsbm,2023-04-14 12:14:09
603,9,2,kxllpmrguwnrilwznpzhukewlihzfrqkfiexejjuwvlmcmokmbxkpmpk,2022-12-17 12:10:40
604,60,5,ohcwwbcxeimxsafsueycllaslztpcdhkzjmmrdguqcsdyjjbryolotpf,2022-08-22 09:49:22
605,38,3,oyomutdvkonjptjlnwmrdxhccopigjpfobrwhlonputqhjqrlkbhhpua,2023-06-21 09:30:29
606,46,2,pbjbmlffuiztswnpgaoxxsihjrhhybokyyumfjfsevqemigqyhcqseqq,2022-06-11 11:46:12
607,14,2,mgxnqrkhhowwkgkxqqcxmrzdipwyhpnbhzeepgrjojzsjjhilihvbfic,2022-12-11 19:15:23
608,33,5,dlzcldgtlnmcdpatceejeshzyzuyuwozjggcwatkfwnpcudvvzipspzq,2022-06-22 10:30:11
609,15,3,iydwptwewehpbpmxgxquerbgejsjxxsxxgwpbtcgwvdebhdfadugyrht,2023-03-03 10:25:28
610,85,3,cydktubbnmhwfjtaxxiwmzgsoxquwlvclqvlyxzehjxpklqiyznudreh,2023-02-09 07:27:42
611,76,4,mknscnzldkyoezfimsbdykfcjjmjaahholhwosdeorqevzymgthsxfaf,2023-03-26 06:51:23
612,50,2,qskbtjlguwtsuwyxszxbeezndjbnjoslgmokiiptoigfefqfqyhbfrgr,2022-12-08 21:33:32
613,27,4,jzqmozrjwfhwuuwmiwznqyalemimdmliymrltwcyvfnyezkrwxewvomn,2023-08-23 21:13:42
614,72,5,nonmfzeaureyfnqnliawnitrvlyhjgdussbceywxrfacvjpdbmlgqfpr,2023-07-02 17:17:29
615,35,1,hwcayytellbcdoohejdkguzguyxdgmjyjiwkcrnbujzyvmtmgubqnxnb,2022-08-09 08:52:20
616,54,3,ohplrgcmtdcjggwrhrmyxxqvhkodwccnitmmxyliwyqxowdceukxvsie,2023-06-10 13:45:41
617,45,5,xdevdwqdajblrgosvffaigdnnmlpvjfdpipeqtypwndrvrfraraxmzsu,2023-07-28 07:43:01
618,21,4,hewfypjouszmwofqvpjtkviovcivebvhhsyurvycafptqvizlnfskavq,2022-03-05 12:05:26
619,7,3,ficijqlfcqnvtoulwyaneuscnkxnvlxcsmxxkyimpwoyokiediihksgj,2023-05-14 05:31:38
620,74,5,tksllxnpyxcjmohxzietgkbyfvkgcjfmstvpucmrqqasigbrghgvatqs,2022-12-16 18:40:20
621,89,2,fmwdtpqpeyznkjwtysbjjecfgrcfycjuvbszhynkpybjxwdngowqwgkj,2023-03-01 16:05:23
622,93,4,essizghaospqzbaakledioohirmwpfvbsexdysxwgeozcirmvrmwidar,2022-10-09 05:48:51
623,44,4,twvcjwfblxjkmmlegpojjhicvgbwvkiwzmtxtzmvwivrnjcefzzpxopl,2022-03-19 06:32:13
624,13,5,jmbmdflkabsgyuromgvkrnehorfixhnnfssowniljdbreqkspdegxsls,2023-04-06 01:16:25
625,26,3,pcfueblsvtsiemskmztcivozaobfqrrrrvfccuqedlybywmokyazbaks,2022-10-16 18:02:48
626,66,4,jjgrsegenxbwwibbdiroywrrtytjctmctvuveuqdyfsobcymowchkeil,2022-06-07 10:35:34
627,19,2,tgdgudkwoubzwmahatregrersjcurwplrazznpvtlzzshhzziefaentl,2023-03-12 14:56:13
628,55,2,njtgzbmaekencjcqyqysancnlxgppfnlsscyxallipqgoydzyugzffjh,2023-01-13 19:16:18
629,22,3,dtazbcwgwmlispouiixhcsdjkamvuufnpsvkhxiepfbytvhoxkijkmpf,2023-02-09 23:37:04
630,43,3,ldcikckqdjsjppbsquybviuorlyvqnklpcaycvqtqscntmnkmehfrwoq,2023-07-15 08:52:48
631,6,5,rmgxjjmykmvomiahldzzdztqiryxsaqdwnvbhkjgrrqknowngyqeyvsh,2022-06-19 20:52:22
632,61,1,hkhtkcatglkurslrovuejdmzcwxjvdctqfgcqiljluxworuivewspegy,2022-10-02 11:53:29
633,77,4,ihpgbbfdgrnfntmwhfahnrgflgesnsyehrxnahdjqudmibrpfagzfxzx,2023-05-12 07:07:32
634,3,2,gyfqkvucjatdhuxxedrnudnipjuyrruxslcfrjywshgcxinvworzsbba,2022-05-03 09:20:28
635,91,5,venxilidvxzujewnjlgkkngkrejwnqcpreejkpmclsqtqmquwuhhihir,2023-03-07 00:26:18
636,37,5,jgbgqxxvscvnhcreqrzbsctbucczlixvpkertcsxtirlxylyuukqpzas,2023-03-31 14:10:41
637,29,4,ioqqxugalnfunniwtmynybexcuvbcwhlpqzxjkqixjtzchhmrzwycwyq,2022-05-30 05:19:08
638,31,4,fpiptlkvkdnfjnmwovpujzcnahivfhgpwbsluqjvlqznhyzxezyktcfk,2023-04-04 21:37:15
639,92,3,gaidwioknwkbuyrlkpynkwlsbylcepeaaewksiwirjycpwhjxiiibnex,2022-08-29 01:39:10
640,95,3,nvunjnafhglwpgcsljqojwhjxdsrbufydhjlfzoranctyjmcxujgjssc,2022-04-24 15:03:52
641,12,1,moraeurqzmadsaojaeusqpqydfdgtoacueuwvsbyknlfckbjmzdyfqpc,2023-03-31 11:05:53
642,100,2,rzntejbfjerwhosswsmzjhjiwjebehsbnbfozjimbflplgcbfhouaifc,2023-08-31 09:51:05
643,42,2,ubqqykwcnlnibigqxdkdqwhkezcutkpgepsijluvecqhvzjvhrgqchqx,2022-05-31 02:34:13
644,65,2,osmhbihwjycerejssxxazfportctbhmwnqbdcvykfrpaykcynngrncja,2023-09-08 11:18:37
645,86,1,zhrwyvwelegmvjwqlktkyzbeztyuwnflotvsqvlnnigujixsdocyocpk,2022-08-09 15:22:57
646,75,2,qcbvxvsjpjovzgnuhkkslsorbvnazgrtoftutetixufbzdkznlcllkyy,2023-08-20 16:50:26
647,23,3,xlswdwvyfntkqguoawzdseasmcosrajpzdgtiflqvtizdwqlxwhurztg,2022-10-26 00:02:25
648,98,3,nrkbpjobhckvisuguzbcpbyktirsioewlvspaykevyoildbfymdkvcek,2022-04-02 23:35:30
